general_folder,folder,file,ptm,gene,other,fnm
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM947,PTM947,psbaf,P1510813,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM948,PTM948,psbaf,P1510813,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM950,PTM950,psbaf,P1510813,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM951,PTM951,psbaf,P1510813,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM952,PTM952,psbaf,P1510813,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM953,PTM953,psbaf,P1510813,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM954,PTM954,psbaf,P1510813,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM955,PTM955,psbaf,P1510813,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM956_F57_P1410595_088.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM956_GWSFn_P1410595_014.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM956_GWSRx_P1410595_028.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM956_psbaF1_P1410595_089.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM956_psbAR2_P1410595_076.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM956_rbcLrevNEW_P1410595_002.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM956_TLF5_P1410595_003.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM956_TLR1_P1410582_082.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM956_TLR1_P1410601_045.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM956,PTM956,f57,P1410595,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM956,PTM956,gwsfn,P1410595,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM956,PTM956,gwsrx,P1410595,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM956,PTM956,psbaf,P1410595,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM956,PTM956,psbar2,P1410595,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM956,PTM956,rbclrevnew,P1410595,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM956,PTM956,tlf5,P1410595,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM956,PTM956,tlr,P1410582,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM956,PTM956,tlr,P1410601,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM957,PTM957,psbaf,P1510813,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM958,PTM958,psbaf,P1510813,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM959,PTM959,m3f,P1511617,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM959,PTM959,m3f,P1511617,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM960,PTM960,m3f,P1511617,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM960,PTM960,m3f,P1511617,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM961,PTM961,m3f,P1511749,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM961,PTM961,m3f,P1511755,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM962,PTM962,m3f,P1511617,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM962,PTM962,m3f,P1511617,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM963,PTM963,m3f,P1511617,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM963,PTM963,m3f,P1511617,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM964,PTM964,m3f,P1511749,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM966_psbAF1_P1410302_015.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM966,PTM966,f57,P1410379,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM966,PTM966,gwsfn,P1410379,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM966,PTM966,gwsrx,P1410379,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM966,PTM966,psbaf,P1410302,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM966,PTM966,psbar2,P1410379,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM966,PTM966,rbclrevnew,P1410379,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM966,PTM966,tlf5,P1410379,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM966,PTM966,tlr,P1410379,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM967_psbAF1_P1410302_016.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM967,PTM967,f57,P1410379,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM967,PTM967,psbaf,P1410302,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM967,PTM967,psbar2,P1410379,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM967,PTM967,rbclrevnew,P1410379,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM967,PTM967,tlf5,P1410379,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM967,PTM967,tlr,P1410379,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM968_psbAF1_P1410302_031.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM968,PTM968,f57,P1410379,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM968,PTM968,gwsfn,P1410379,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM968,PTM968,gwsrx,P1410379,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM968,PTM968,psbaf,P1410302,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM968,PTM968,psbar2,P1410379,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM968,PTM968,rbclrevnew,P1410379,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM968,PTM968,tlf5,P1410379,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM968,PTM968,tlr,P1410379,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM970_psbAF1_P1410302_032.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM970_psbAF1_P1410327_031.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM970,PTM970,psbaf,P1410302,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM970,PTM970,psbaf,P1410327,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM970,PTM970,psbar2,P1410379,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM971 (1),PTM971,gazf2,P1511617,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM971 (1),PTM971,gazf2,P1511617,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM971,PTM971,gazf2,P1511749,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM972,PTM972,psbaf,P1511266,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM973,PTM973,psbaf,P1511266,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM974,PTM974,psbaf,P1511266,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM975,PTM975,psbaf,P1511266,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM976,PTM976,psbaf,P1511266,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM977,PTM977,psbaf,P1511266,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM978,PTM978,psbaf,P1511266,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM980_F57_P1511398_064.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM980_GWSFn_P1511398_079.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM980_psbAR2_P1511398_074.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM980_rbcLrevNEW_P1511398_066.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM980_TLF5_P1511398_023.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM980_TLR1_P1511391_041.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM980_TLR1_P1511394_089.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM980,PTM980,f57,P1511398,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM980,PTM980,gwsfn,P1511398,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM980,PTM980,gwsrx,P1511451,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM980,PTM980,gwsrx,P1511451,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM980,PTM980,psbaf,P1511266,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM980,PTM980,psbar2,P1511448,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM980,PTM980,rbclrevnew,P1511398,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM980,PTM980,tlf5,P1511398,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM980,PTM980,tlr,P1511391,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM980,PTM980,tlr,P1511451,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM980,PTM980,tlr,P1511451,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM982,PTM982,psbaf,P1511266,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM984,PTM984,psbaf,P1511266,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM985,PTM985,psbaf,P1511266,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM986_F57_P1511398_079.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM986_GWSFn_P1511398_080.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM986_rbcLrevNEW_P1511398_081.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM986_TLF5_P1511398_024.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM986_TLR1_P1511391_042.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM986,PTM986,f57,P1511398,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM986,PTM986,gwsfn,P1511398,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM986,PTM986,gwsfn,P1511451,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM986,PTM986,gwsfn,P1511451,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM986,PTM986,gwsrx,P1511451,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM986,PTM986,gwsrx,P1511451,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM986,PTM986,psbaf,P1511266,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM986,PTM986,psbar2,P1511448,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM986,PTM986,rbclrevnew,P1511398,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM986,PTM986,tlf5,P1511398,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM986,PTM986,tlr,P1511391,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM987_F57_P1511398_080.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM987_GWSFn_P1511398_095.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM987_rbcLrevNEW_P1511398_082.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM987_TLF5_P1511398_039.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM987_TLR1_P1511391_057.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM987,PTM987,f57,P1511398,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM987,PTM987,gwsfn,P1511398,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM987,PTM987,gwsfn,P1511451,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM987,PTM987,gwsfn,P1511451,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM987,PTM987,gwsrx,P1511451,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM987,PTM987,gwsrx,P1511451,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM987,PTM987,psbaf,P1511266,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM987,PTM987,psbar2,P1511448,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM987,PTM987,rbclrevnew,P1511398,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM987,PTM987,tlf5,P1511398,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM987,PTM987,tlr,P1511391,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM988_F57_P1511398_095.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM988_GWSFn_P1511398_096.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM988_psbAR2_P1511398_089.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM988_rbcLrevNEW_P1511391_015.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM988_TLF5_P1511398_040.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM988_TLR1_P1511391_058.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM988_TLR1_P1511394_090.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM988,PTM988,f57,P1511398,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM988,PTM988,gwsfn,P1511398,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM988,PTM988,gwsrx,P1511451,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM988,PTM988,gwsrx,P1511451,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM988,PTM988,psbaf,P1511266,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM988,PTM988,psbar2,P1511398,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM988,PTM988,rbclrevnew,P1511391,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM988,PTM988,tlf5,P1511398,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM988,PTM988,tlr,P1511391,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM988,PTM988,tlr,P1511394,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM989_F57_P1511398_096.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM989_GWSFn_P1511398_013.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM989_psbAR2_P1511398_090.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM989_rbcLrevNEW_P1511391_016.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM989_rbcLrevNEW_P1511394_025.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM989_TLF5_P1511398_055.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM989_TLR1_P1511391_073.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM989,PTM989,f57,P1511398,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM989,PTM989,gwsfn,P1511398,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM989,PTM989,gwsfn,P1511451,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM989,PTM989,gwsfn,P1511451,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM989,PTM989,gwsfn,P1511460,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM989,PTM989,gwsrx,P1511451,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM989,PTM989,gwsrx,P1511451,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM989,PTM989,gwsrx,P1511460,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM989,PTM989,psbaf,P1511266,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM989,PTM989,psbar2,P1511448,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM989,PTM989,psbar2,P1511456,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM989,PTM989,rbclrevnew,P1511391,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM989,PTM989,tlf5,P1511398,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM989,PTM989,tlr,P1511391,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM991,PTM991,psbaf,P1511266,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM992_F57_P1511398_013.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM992_psbAF1_P1511398_069.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM992_psbAR2_P1511398_007.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM992_rbcLrevNEW_P1511391_031.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM992_TLF5_P1511398_056.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM992_TLR1_P1511391_074.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM992,PTM992,f57,P1511398,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM992,PTM992,gwsfn,P1511451,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM992,PTM992,gwsfn,P1511451,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM992,PTM992,gwsrx,P1511451,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM992,PTM992,gwsrx,P1511451,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM992,PTM992,psbaf,P1511266,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM992,PTM992,psbaf,P1511398,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM992,PTM992,psbar2,P1511448,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM992,PTM992,rbclrevnew,P1511391,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM992,PTM992,tlf5,P1511398,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM992,PTM992,tlr,P1511391,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM993,PTM993,psbaf,P1511266,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM994,PTM994,psbaf,P1511266,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM995,PTM995,psbaf,P1511266,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM996,PTM996,psbaf,P1511266,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM997,PTM997,psbaf,P1511266,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM998,PTM998,psbaf,P1511266,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM999_F57_P1511398_014.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM999_GWSFn_P1511398_014.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM999_psbAR2_P1511398_008.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM999_rbcLrevNEW_P1511391_032.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM999_TLF5_P1511398_071.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM999_TLR1_P1511391_089.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM999_TLR1_P1511394_007.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM999,PTM999,f57,P1511398,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM999,PTM999,gwsfn,P1511398,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM999,PTM999,gwsrx,P1511451,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM999,PTM999,gwsrx,P1511451,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM999,PTM999,psbaf,P1511266,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM999,PTM999,psbar2,P1511398,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM999,PTM999,rbclrevnew,P1511391,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM999,PTM999,tlf5,P1511398,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM999,PTM999,tlr,P1511391,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM999,PTM999,tlr,P1511394,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM999,PTM999,tlr,P1511451,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM999,PTM999,tlr,P1511451,NA
/Volumes/martonelab/Sequences/0_PTM,PTM001-500,NA,PTM014,NA,NA,PTM14_psbAR2_P1409319_043.ab1
/Volumes/martonelab/Sequences/0_PTM,PTM001-500,NA,PTM024,NA,NA,PTM24_psbAR2_P1409319_044.ab1
/Volumes/martonelab/Sequences/0_PTM,PTM001-500,NA,PTM037,NA,NA,PTM37_psbAF1_P1409947_015.ab1
/Volumes/martonelab/Sequences/0_PTM,PTM001-500,NA,PTM037,NA,NA,PTM37_psbAR2_P1409319_059.ab1
/Volumes/martonelab/Sequences/0_PTM,PTM001-500,NA,PTM069,NA,NA,PTM69_psbAR2_P1409319_060.ab1
/Volumes/martonelab/Sequences/0_PTM,PTM001-500,NA,PTM070,NA,NA,PTM70_psbAF1_P1409947_016.ab1
/Volumes/martonelab/Sequences/0_PTM,PTM001-500,NA,PTM070,NA,NA,PTM70_psbAR2_P1409319_075.ab1
/Volumes/martonelab/Sequences/0_PTM,PTM001-500,NA,PTM071,NA,NA,PTM71_psbAR2_P1409319_076.ab1
/Volumes/martonelab/Sequences/0_PTM,PTM001-500,NA,PTM080,NA,NA,PTM80_psbAR2_P1409319_091.ab1
/Volumes/martonelab/Sequences/0_PTM,PTM001-500,NA,PTM086,NA,NA,PTM86_psbAR2_P1409319_092.ab1
/Volumes/martonelab/Sequences/0_PTM,PTM001-500,NA,PTM088,NA,NA,PTM88_psbAF1_P1409947_031.ab1
/Volumes/martonelab/Sequences/0_PTM,PTM001-500,NA,PTM088,NA,NA,PTM88_psbAR2_P1409319_009.ab1
/Volumes/martonelab/Sequences/0_PTM,PTM001-500,NA,PTM093,NA,NA,PTM93_psbAF1_P1409947_032.ab1
/Volumes/martonelab/Sequences/0_PTM,PTM001-500,NA,PTM093,NA,NA,PTM93_psbAR2_P1409319_010.ab1
/Volumes/martonelab/Sequences/0_PTM,PTM001-500,NA,PTM095,NA,NA,PTM95_psbAF1_P1409947_047.ab1
/Volumes/martonelab/Sequences/0_PTM,PTM001-500,NA,PTM095,NA,NA,PTM95_psbAR2_P1409319_025.ab1
/Volumes/martonelab/Sequences/0_PTM,PTM001-500,NA,PTM105,psbaf,P1409947,NA
/Volumes/martonelab/Sequences/0_PTM,PTM001-500,NA,PTM105,NA,NA,PTM105_psbAF1_P1409947_048.ab1
/Volumes/martonelab/Sequences/0_PTM,PTM001-500,NA,PTM105,NA,NA,PTM105_psbAR2_P1409319_026.ab1
/Volumes/martonelab/Sequences/0_PTM,PTM001-500,NA,PTM109,NA,NA,PTM109_psbAR2_P1409319_041.ab1
/Volumes/martonelab/Sequences/0_PTM,PTM001-500,NA,PTM123,NA,NA,PTM123_G01_P1511749_017.ab1
/Volumes/martonelab/Sequences/0_PTM,PTM001-500,NA,PTM123,NA,NA,PTM123_G04_P1511749_034.ab1
/Volumes/martonelab/Sequences/0_PTM,PTM001-500,NA,PTM123,NA,NA,PTM123_G04_P1511755_011.ab1
/Volumes/martonelab/Sequences/0_PTM,PTM001-500,NA,PTM123,NA,NA,PTM123_G07_P1511749_065.ab1
/Volumes/martonelab/Sequences/0_PTM,PTM001-500,NA,PTM123,NA,NA,PTM123_G14_P1511749_082.ab1
/Volumes/martonelab/Sequences/0_PTM,PTM001-500,NA,PTM123,NA,NA,PTM123_G14_P1511755_027.ab1
/Volumes/martonelab/Sequences/0_PTM,PTM001-500,NA,PTM123,NA,NA,PTM123_GWSFn_P1511749_022.ab1
/Volumes/martonelab/Sequences/0_PTM,PTM001-500,NA,PTM123,NA,NA,PTM123_GWSFn_P1511755_078.ab1
/Volumes/martonelab/Sequences/0_PTM,PTM001-500,NA,PTM123,NA,NA,PTM123_GWSRx_P1511749_086.ab1
/Volumes/martonelab/Sequences/0_PTM,PTM001-500,NA,PTM13,gwsfn,GWSFn.ab1,NA
/Volumes/martonelab/Sequences/0_PTM,PTM001-500,NA,PTM141,psbaf,P1409947,NA
/Volumes/martonelab/Sequences/0_PTM,PTM001-500,NA,PTM141,NA,NA,PTM141_psbAF1_P1409947_063.ab1
